1st_f g_2024-12-02_raw
 
ForceDisplay	Rep	Set	timer	X	Y	Z	A	M
Low Viscosity	1	1	00:02:350	03.2513	02.2222	66.0000	034.352	003.938
Low Viscosity	1	1	00:02:359	03.2513	02.2222	66.0000	034.352	003.938
Low Viscosity	1	1	00:02:368	03.2336	03.6616	66.0000	048.552	004.885
Low Viscosity	1	1	00:02:378	03.2336	03.6616	66.0000	048.552	004.885
Low Viscosity	1	1	00:02:410	03.2595	04.5060	66.0000	054.119	005.561
Low Viscosity	1	1	00:02:420	03.3958	03.8753	66.0000	048.773	005.153
Low Viscosity	1	1	00:02:428	03.4403	03.6266	66.0000	046.511	004.999
Low Viscosity	1	1	00:02:436	03.4403	03.6266	66.0000	046.511	004.999
Low Viscosity	1	1	00:02:445	03.4857	03.1046	66.0000	041.690	004.668
Low Viscosity	1	1	00:02:452	03.4857	03.1046	66.0000	041.690	004.668
Low Viscosity	1	1	00:02:460	03.5074	02.6063	66.0000	036.615	004.370
Low Viscosity	1	1	00:02:467	03.5074	02.6063	66.0000	036.615	004.370
Low Viscosity	1	1	00:02:475	03.5074	02.6063	66.0000	036.615	004.370
Low Viscosity	1	1	00:02:483	03.4850	02.0610	66.0000	030.600	004.049
Low Viscosity	1	1	00:02:490	03.4850	02.0610	66.0000	030.600	004.049
Low Viscosity	1	1	00:02:498	03.4850	02.0610	66.0000	030.600	004.049
Low Viscosity	1	1	00:02:506	03.4406	01.8105	66.0000	027.754	003.888
Low Viscosity	1	1	00:02:514	03.4406	01.8105	66.0000	027.754	003.888
Low Viscosity	1	1	00:02:522	03.3959	01.7885	66.0000	027.774	003.838
Low Viscosity	1	1	00:02:529	03.3959	01.7885	66.0000	027.774	003.838
Low Viscosity	1	1	00:02:555	03.3959	01.7885	66.0000	027.774	003.838
Low Viscosity	1	1	00:02:565	03.3725	01.7907	66.0000	027.967	003.818
Low Viscosity	1	1	00:02:572	03.3725	01.7907	66.0000	027.967	003.818
Low Viscosity	1	1	00:02:582	03.3720	01.5907	66.0000	025.255	003.728
Low Viscosity	1	1	00:02:589	03.3720	01.5907	66.0000	025.255	003.728
Low Viscosity	1	1	00:02:597	03.3720	01.5907	66.0000	025.255	003.728
Low Viscosity	1	1	00:02:605	03.4363	01.7952	66.0000	027.583	003.877
Low Viscosity	1	1	00:02:614	03.4363	01.7952	66.0000	027.583	003.877
Low Viscosity	1	1	00:02:622	03.5026	01.7952	66.0000	027.137	003.936
Low Viscosity	1	1	00:02:631	03.5026	01.7952	66.0000	027.137	003.936
Low Viscosity	1	1	00:02:640	03.5026	01.7952	66.0000	027.137	003.936
Low Viscosity	1	1	00:02:651	03.6131	01.7952	66.0000	026.421	004.034
Low Viscosity	1	1	00:02:662	03.6131	01.7952	66.0000	026.421	004.034
Low Viscosity	1	1	00:02:673	03.7022	01.7941	66.0000	025.855	004.114
Low Viscosity	1	1	00:02:685	03.7464	01.7941	66.0000	025.589	004.154
Low Viscosity	1	1	00:02:719	03.7464	01.7941	66.0000	025.589	004.154
Low Viscosity	1	1	00:02:728	03.9072	01.7632	66.0000	024.289	004.287
Low Viscosity	1	1	00:02:735	03.9072	01.7632	66.0000	024.289	004.287
Low Viscosity	1	1	00:02:743	03.9311	01.7611	66.0000	024.132	004.308
Low Viscosity	1	1	00:02:750	03.9311	01.7611	66.0000	024.132	004.308
Low Viscosity	1	1	00:02:758	03.9311	01.7611	66.0000	024.132	004.308
Low Viscosity	1	1	00:02:766	03.9565	01.6888	66.0000	023.114	004.302
Low Viscosity	1	1	00:02:774	03.9565	01.6888	66.0000	023.114	004.302
Low Viscosity	1	1	00:02:782	03.9583	01.5954	66.0000	021.951	004.268
